   #R1                       R2                        Energy
   1.1669999659061432        1.1669999659061432        2.7999999523162842     
   1.1669999659061432        1.4339999556541443        2.0901666559007306     
   1.1669999659061432        1.7009999454021454        1.4681980845974478     
   1.1669999659061432        1.9679999351501465        1.1110738150556834     
   1.1669999659061432        2.2349999248981476       0.88232334856830885     
   1.1669999659061432        2.5019999146461487       0.72686508979801334     
   1.1669999659061432        2.7689999043941498       0.61690274134107415     
   1.1669999659061432        3.0359998941421509       0.53669224163234297     
   1.1669999659061432        3.3029998838901520       0.47791408683831571     
   1.1669999659061432        3.5699998736381531       0.43628825157795409     
   1.1669999659061432        3.8369998633861542       0.40864802423503988     
   1.1669999659061432        4.1039998531341553       0.39151914925129644     
   1.1669999659061432        4.3709998428821564       0.38129377706807216     
   1.1669999659061432        4.6379998326301575       0.37504458675510582     
   1.1669999659061432        4.9049998223781586       0.37099082011039336     
   1.1669999659061432        5.1719998121261597       0.36832506335153664     
   1.1669999659061432        5.4389998018741608       0.36672457436888900     
   1.1669999659061432        5.7059997916221619       0.36596426553538330     
   1.1669999659061432        5.9729997813701630       0.36578600901301489     
   1.1669999659061432        6.2399997711181641       0.36593444678116688     
   1.1669999659061432        6.5069997608661652       0.36621775500802384     
   1.1669999659061432        6.7739997506141663       0.36652552598532956     
   1.1669999659061432        7.0409997403621674       0.36680961368152737     
   1.1669999659061432        7.3079997301101685       0.36705604305884770     
   1.1669999659061432        7.5749997198581696       0.36726488597819335     
   1.1669999659061432        7.8419997096061707       0.36744035026346528     
   1.1669999659061432        8.1089996993541718       0.36758719935576628     
   1.1669999659061432        8.3759996891021729       0.36770981690498605     
   1.1669999659061432        8.6429996788501740       0.36781204868857653     
   1.1669999659061432        8.9099996685981750       0.36789720334490783     
   1.4339999556541443        1.1669999659061432        2.0901666559007306     
   1.4339999556541443        1.4339999556541443        1.0573823128380908     
   1.4339999556541443        1.7009999454021454       0.64213547795978243     
   1.4339999556541443        1.9679999351501465       0.44906882151515226     
   1.4339999556541443        2.2349999248981476       0.33384121562281610     
   1.4339999556541443        2.5019999146461487       0.24908760459547585     
   1.4339999556541443        2.7689999043941498       0.18048300981017576     
   1.4339999556541443        3.0359998941421509       0.12451012344193867     
   1.4339999556541443        3.3029998838901520        8.1177721014443524E-002
   1.4339999556541443        3.5699998736381531        5.0529386423448057E-002
   1.4339999556541443        3.8369998633861542        3.0952143962117450E-002
   1.4339999556541443        4.1039998531341553        1.9375472478818958E-002
   1.4339999556541443        4.3709998428821564        1.2576675584746335E-002
   1.4339999556541443        4.6379998326301575        8.2881292970467760E-003
   1.4339999556541443        4.9049998223781586        5.4145372560229065E-003
   1.4339999556541443        5.1719998121261597        3.5851795627254448E-003
   1.4339999556541443        5.4389998018741608        2.6307883595299698E-003
   1.4339999556541443        5.7059997916221619        2.3352029480989515E-003
   1.4339999556541443        5.9729997813701630        2.4399551742648835E-003
   1.4339999556541443        6.2399997711181641        2.7263417745723609E-003
   1.4339999556541443        6.5069997608661652        3.0583021832097184E-003
   1.4339999556541443        6.7739997506141663        3.3726841928870340E-003
   1.4339999556541443        7.0409997403621674        3.6492847613963761E-003
   1.4339999556541443        7.3079997301101685        3.8862760944799167E-003
   1.4339999556541443        7.5749997198581696        4.0874049250257307E-003
   1.4339999556541443        7.8419997096061707        4.2572996085137680E-003
   1.4339999556541443        8.1089996993541718        4.4002978976907759E-003
   1.4339999556541443        8.3759996891021729        4.5202939204411884E-003
   1.4339999556541443        8.6429996788501740        4.6207513147367690E-003
   1.4339999556541443        8.9099996685981750        4.7047201630324104E-003
   1.7009999454021454        1.1669999659061432        1.4681980845974478     
   1.7009999454021454        1.4339999556541443       0.64213547795978243     
   1.7009999454021454        1.7009999454021454       0.43140155114286982     
   1.7009999454021454        1.9679999351501465       0.41655318303542532     
   1.7009999454021454        2.2349999248981476       0.43482605134287500     
   1.7009999454021454        2.5019999146461487       0.43769804333748613     
   1.7009999454021454        2.7689999043941498       0.42213357468675028     
   1.7009999454021454        3.0359998941421509       0.39755838772521090     
   1.7009999454021454        3.3029998838901520       0.37327061574509440     
   1.7009999454021454        3.5699998736381531       0.35452711135804355     
   1.7009999454021454        3.8369998633861542       0.34233290053017762     
   1.7009999454021454        4.1039998531341553       0.33513463559173190     
   1.7009999454021454        4.3709998428821564       0.33086994289122684     
   1.7009999454021454        4.6379998326301575       0.32815753178891249     
   1.7009999454021454        4.9049998223781586       0.32641183792644313     
   1.7009999454021454        5.1719998121261597       0.32543584595834929     
   1.7009999454021454        5.4389998018741608       0.32507529317191303     
   1.7009999454021454        5.7059997916221619       0.32512593405458767     
   1.7009999454021454        5.9729997813701630       0.32538693800409291     
   1.7009999454021454        6.2399997711181641       0.32571709860750658     
   1.7009999454021454        6.5069997608661652       0.32604287860921355     
   1.7009999454021454        6.7739997506141663       0.32633653340883328     
   1.7009999454021454        7.0409997403621674       0.32659228127056622     
   1.7009999454021454        7.3079997301101685       0.32681204580651541     
   1.7009999454021454        7.5749997198581696       0.32699958488328235     
   1.7009999454021454        7.8419997096061707       0.32715877303700164     
   1.7009999454021454        8.1089996993541718       0.32729326253837326     
   1.7009999454021454        8.3759996891021729       0.32740643954888848     
   1.7009999454021454        8.6429996788501740       0.32750140960447927     
   1.7009999454021454        8.9099996685981750       0.32758097821904197     
   1.9679999351501465        1.1669999659061432        1.1110738150556834     
   1.9679999351501465        1.4339999556541443       0.44906882151515226     
   1.9679999351501465        1.7009999454021454       0.41655318303542532     
   1.9679999351501465        1.9679999351501465       0.57637241550141982     
   1.9679999351501465        2.2349999248981476       0.74464506596674418     
   1.9679999351501465        2.5019999146461487       0.85685209016087283     
   1.9679999351501465        2.7689999043941498       0.91093889780112736     
   1.9679999351501465        3.0359998941421509       0.92746762353653234     
   1.9679999351501465        3.3029998838901520       0.92666350840689471     
   1.9679999351501465        3.5699998736381531       0.92106920365937062     
   1.9679999351501465        3.8369998633861542       0.91601512810878949     
   1.9679999351501465        4.1039998531341553       0.91259296670280898     
   1.9679999351501465        4.3709998428821564       0.91039887329530034     
   1.9679999351501465        4.6379998326301575       0.90897757740966023     
   1.9679999351501465        4.9049998223781586       0.90813127872056754     
   1.9679999351501465        5.1719998121261597       0.90776595378113267     
   1.9679999351501465        5.4389998018741608       0.90776130360659435     
   1.9679999351501465        5.7059997916221619       0.90797142076111526     
   1.9679999351501465        5.9729997813701630       0.90827306569306121     
   1.9679999351501465        6.2399997711181641       0.90859018453644669     
   1.9679999351501465        6.5069997608661652       0.90888736986948981     
   1.9679999351501465        6.7739997506141663       0.90915271595232350     
   1.9679999351501465        7.0409997403621674       0.90938455751083602     
   1.9679999351501465        7.3079997301101685       0.90958478555721545     
   1.9679999351501465        7.5749997198581696       0.90975631134761248     
   1.9679999351501465        7.8419997096061707       0.90990226779505345     
   1.9679999351501465        8.1089996993541718       0.91002576527850465     
   1.9679999351501465        8.3759996891021729       0.91012979981440234     
   1.9679999351501465        8.6429996788501740       0.91021719495216202     
   1.9679999351501465        8.9099996685981750       0.91029053348269418     
   2.2349999248981476        1.1669999659061432       0.88232334856830885     
   2.2349999248981476        1.4339999556541443       0.33384121562281610     
   2.2349999248981476        1.7009999454021454       0.43482605134287500     
   2.2349999248981476        1.9679999351501465       0.74464506596674418     
   2.2349999248981476        2.2349999248981476        1.0620691185908200     
   2.2349999248981476        2.5019999146461487        1.3016867895035220     
   2.2349999248981476        2.7689999043941498        1.4459790498964886     
   2.2349999248981476        3.0359998941421509        1.5174391190234591     
   2.2349999248981476        3.3029998838901520        1.5471134321305358     
   2.2349999248981476        3.5699998736381531        1.5574621246239073     
   2.2349999248981476        3.8369998633861542        1.5603664416703604     
   2.2349999248981476        4.1039998531341553        1.5608122817965417     
   2.2349999248981476        4.3709998428821564        1.5605593543944989     
   2.2349999248981476        4.6379998326301575        1.5602135049510613     
   2.2349999248981476        4.9049998223781586        1.5600078472349783     
   2.2349999248981476        5.1719998121261597        1.5600053208242755     
   2.2349999248981476        5.4389998018741608        1.5601698539058364     
   2.2349999248981476        5.7059997916221619        1.5604299884325952     
   2.2349999248981476        5.9729997813701630        1.5607237402244352     
   2.2349999248981476        6.2399997711181641        1.5610132442615514     
   2.2349999248981476        6.5069997608661652        1.5612805748021221     
   2.2349999248981476        6.7739997506141663        1.5615193162369621     
   2.2349999248981476        7.0409997403621674        1.5617285177855691     
   2.2349999248981476        7.3079997301101685        1.5619095697240390     
   2.2349999248981476        7.5749997198581696        1.5620648054906539     
   2.2349999248981476        7.8419997096061707        1.5621969018705153     
   2.2349999248981476        8.1089996993541718        1.5623086247656304     
   2.2349999248981476        8.3759996891021729        1.5624027086806125     
   2.2349999248981476        8.6429996788501740        1.5624817579873955     
   2.2349999248981476        8.9099996685981750        1.5625481386077220     
   2.5019999146461487        1.1669999659061432       0.72686508979801334     
   2.5019999146461487        1.4339999556541443       0.24908760459547585     
   2.5019999146461487        1.7009999454021454       0.43769804333748613     
   2.5019999146461487        1.9679999351501465       0.85685209016087283     
   2.5019999146461487        2.2349999248981476        1.3016867895035220     
   2.5019999146461487        2.5019999146461487        1.6700116567590582     
   2.5019999146461487        2.7689999043941498        1.9224934740354331     
   2.5019999146461487        3.0359998941421509        2.0671056857082646     
   2.5019999146461487        3.3029998838901520        2.1384984326295342     
   2.5019999146461487        3.5699998736381531        2.1702257075043643     
   2.5019999146461487        3.8369998633861542        2.1833888236957315     
   2.5019999146461487        4.1039998531341553        2.1885812145465482     
